t,ID,TICKET,ROLLER_1,ROLLER_2,ROLLER_3,ROLLER_4,ROLLER_5,ROLLER_6,ROLLER_7,ROLLER_8,ROLLER_9,ROLLER_10,PRIORITY_1,PRIORITY_2,PRIORITY_3,PRIORITY_4,PRIORITY_5,PRIORITY_6,PRIORITY_7,PRIORITY_8,PRIORITY_9,PRIORITY_10
40500,9650,0,4,1,3,1,2,4,4,2,5,0,0,1,1,1,1,1,0,1,1,1
40500,9651,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
40510,9652,0,4,3,5,4,5,2,3,5,0,0,0,0,0,0,0,0,0,1,1,1
40510,9653,0,5,4,2,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1
40510,9654,1,5,5,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
40520,9655,0,4,5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
40520,9656,0,1,3,1,5,2,2,0,0,0,0,1,1,0,1,0,1,1,1,0,1
40520,9657,1,4,3,2,5,4,1,1,3,5,0,0,1,1,0,1,0,1,1,0,0
40530,9658,0,2,2,5,2,3,4,2,1,4,5,1,1,0,1,1,0,1,1,0,0
40530,9659,0,2,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0
40530,9660,0,2,4,4,5,4,5,0,0,0,0,1,1,1,0,0,0,1,1,1,0
40540,9661,0,5,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
40540,9662,0,3,1,5,1,1,5,5,0,0,0,1,0,0,0,1,1,1,1,1,1
40540,9663,0,4,3,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
40550,9664,1,5,5,1,1,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
40550,9665,1,4,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1
40550,9666,1,1,4,5,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1
40560,9667,1,4,3,2,3,2,3,1,5,1,0,1,0,0,0,0,0,1,1,1,1
40560,9668,0,4,4,1,4,1,5,0,0,0,0,1,0,0,1,1,0,1,1,1,0
40560,9669,1,3,2,4,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
40570,9670,1,2,3,2,3,3,4,5,2,5,0,1,1,0,0,1,1,0,1,0,0
40570,9671,0,4,2,2,3,2,1,3,0,0,0,1,0,0,0,1,0,0,1,1,1
40570,9672,0,1,2,4,5,1,5,3,4,4,0,1,1,0,1,1,0,1,1,0,0
40580,9673,1,3,2,5,1,4,5,5,0,0,0,1,0,1,1,0,1,0,0,0,1
40580,9674,1,4,3,2,2,5,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
40580,9675,1,5,4,4,4,3,4,2,1,0,0,1,1,0,1,1,0,0,0,1,0
40590,9676,1,5,5,1,3,1,5,1,3,0,0,0,0,1,1,0,0,0,1,1,0
40590,9677,1,4,2,5,4,3,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
40590,9678,1,3,1,4,4,3,5,0,0,0,0,0,1,0,0,0,1,0,1,0,1
40600,9679,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1
40600,9680,0,2,5,1,1,3,2,1,2,0,0,1,1,1,0,1,0,0,1,0,0
40600,9681,1,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1
40610,9682,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
40610,9683,0,1,4,4,1,1,3,4,5,4,0,0,0,1,1,0,0,0,1,1,1
40610,9684,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
40620,9685,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
40620,9686,1,4,1,3,5,5,2,5,3,2,3,0,1,0,1,1,1,1,0,1,0
40620,9687,1,5,4,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
40630,9688,0,1,2,5,4,2,2,2,4,1,0,0,1,0,0,0,1,0,1,1,1
40630,9689,1,3,4,5,1,3,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
40630,9690,0,5,3,4,2,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
40640,9691,1,5,4,1,3,1,4,1,0,0,0,1,0,1,1,0,0,0,1,0,0
40640,9692,1,4,2,3,1,4,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0
40640,9693,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
40650,9694,0,1,1,5,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0
40650,9695,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1
40650,9696,1,5,1,2,2,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
40660,9697,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
40660,9698,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
40660,9699,1,1,5,1,3,1,2,2,3,1,0,0,1,1,1,1,1,0,0,0,0
40670,9700,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
40670,9701,1,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
40670,9702,0,4,4,5,4,4,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1
40680,9703,1,3,5,3,4,4,2,1,5,5,1,1,1,0,1,1,0,0,1,0,0
40680,9704,0,3,3,3,1,2,3,5,1,4,0,1,1,0,1,1,1,0,0,1,0
40680,9705,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
40690,9706,1,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
40690,9707,1,5,1,5,1,5,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
40690,9708,1,3,1,3,3,3,2,2,0,0,0,0,1,1,1,1,1,1,0,1,1
40700,9709,0,2,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
40700,9710,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
40700,9711,1,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1
40710,9712,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
40710,9713,1,2,2,3,1,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
40710,9714,1,1,5,3,4,4,4,2,0,0,0,0,0,1,0,1,1,0,0,0,0
40720,9715,1,3,1,4,5,2,3,1,0,0,0,1,0,0,0,1,1,1,1,0,0
40720,9716,0,5,2,4,3,5,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0
40720,9717,0,5,2,4,3,4,2,4,2,0,0,0,0,1,1,1,1,0,1,1,1
40730,9718,1,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1
40730,9719,0,5,2,4,2,4,5,5,3,4,5,1,1,1,0,1,1,0,1,1,0
40730,9720,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
40740,9721,1,1,5,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
40740,9722,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
40740,9723,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
40750,9724,0,2,4,3,4,4,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1
40750,9725,1,1,1,2,2,5,1,5,5,0,0,1,1,1,0,1,0,1,0,1,0
40750,9726,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
40760,9727,1,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
40760,9728,1,4,1,2,4,2,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1
40760,9729,0,4,2,4,4,3,3,4,0,0,0,1,0,0,1,1,1,1,0,0,0
40770,9730,1,2,1,1,4,3,5,3,4,1,0,0,1,0,0,1,1,1,1,1,0
40770,9731,1,3,5,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
40770,9732,1,3,2,5,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
40780,9733,1,2,5,4,4,5,3,5,2,5,0,1,0,0,1,0,0,0,0,0,1
40780,9734,1,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
40780,9735,0,4,3,4,3,4,2,4,5,2,3,1,0,1,1,0,0,1,1,1,1
40790,9736,0,4,1,1,1,2,3,4,2,1,0,0,1,1,0,1,1,1,1,0,0
40790,9737,0,4,2,4,2,2,4,4,4,5,4,0,0,0,0,0,1,1,0,0,0
40790,9738,0,5,2,5,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1
40800,9739,1,2,2,4,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1
40800,9740,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
40800,9741,1,4,1,5,1,4,3,4,0,0,0,0,1,1,1,1,0,0,0,0,0
40810,9742,0,4,3,1,5,2,1,4,3,3,0,1,1,0,1,0,0,0,0,1,1
40810,9743,1,1,1,1,3,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
40810,9744,0,3,5,4,3,5,2,5,2,0,0,0,1,0,1,1,1,1,0,1,0
40820,9745,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
40820,9746,1,2,4,4,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
40820,9747,1,4,1,3,5,4,5,4,4,4,0,0,1,1,0,1,1,0,0,0,0
40830,9748,0,4,4,5,2,2,5,3,4,0,0,0,1,0,0,0,0,0,0,1,0
40830,9749,1,5,3,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
40830,9750,0,3,4,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0
40840,9751,1,5,3,5,2,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
40840,9752,1,2,2,4,4,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0
40840,9753,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
40850,9754,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
40850,9755,1,1,4,5,2,4,3,1,1,5,0,0,1,1,0,1,1,1,1,0,1
40850,9756,1,5,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
40860,9757,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
40860,9758,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
40860,9759,1,4,3,4,2,4,2,3,0,0,0,1,0,1,1,1,1,0,0,0,0
40870,9760,0,2,2,4,5,3,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1
40870,9761,1,2,1,2,4,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
40870,9762,1,3,5,1,4,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
40880,9763,0,5,4,1,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
40880,9764,1,3,3,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
40880,9765,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1
40890,9766,1,2,1,2,5,5,2,4,0,0,0,0,0,0,0,0,1,0,0,1,1
40890,9767,0,3,3,4,3,3,3,1,4,2,2,0,1,0,1,1,1,1,1,1,0
40890,9768,0,1,2,2,4,5,4,2,0,0,0,0,0,0,1,0,1,0,0,1,0
40900,9769,1,1,5,1,4,4,5,0,0,0,0,1,1,0,1,1,0,0,0,1,0
40900,9770,1,4,4,5,1,2,2,1,3,3,5,1,0,1,1,1,1,1,1,1,0
40900,9771,1,3,2,2,3,4,2,1,5,5,1,0,1,0,0,1,0,1,1,1,0
40910,9772,0,1,3,4,3,5,1,4,2,4,0,1,0,1,1,0,0,1,0,0,1
40910,9773,0,4,4,1,1,3,5,4,3,0,0,0,0,0,1,1,0,1,1,1,0
40910,9774,1,1,5,1,5,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
40920,9775,1,3,4,5,3,3,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0
40920,9776,0,1,4,1,2,3,4,1,4,2,3,1,1,0,1,0,1,0,0,1,1
40920,9777,1,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
40930,9778,0,1,2,5,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
40930,9779,1,5,1,5,1,4,2,1,1,4,5,1,0,1,0,1,1,0,0,1,1
40930,9780,1,5,1,4,1,3,3,5,3,2,0,1,1,0,0,0,1,1,1,0,0
40940,9781,1,1,3,2,3,5,2,3,5,0,0,1,0,1,1,0,0,1,0,0,1
40940,9782,0,5,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
40940,9783,1,3,4,1,3,4,3,0,0,0,0,0,0,1,0,0,0,1,1,1,0
40950,9784,0,3,3,2,5,2,3,4,4,4,0,1,1,0,1,0,1,1,0,0,0
40950,9785,0,3,5,3,2,3,4,1,3,3,0,0,1,0,0,0,1,1,0,0,0
40950,9786,0,2,1,1,4,3,5,2,2,3,1,0,0,0,1,0,0,0,0,0,1
40960,9787,0,2,1,1,2,5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
40960,9788,1,4,1,5,5,4,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0
40960,9789,0,3,3,4,3,2,3,5,1,0,0,1,0,1,1,0,0,1,1,1,1
40970,9790,0,4,4,4,3,5,3,2,1,2,4,0,1,1,0,1,1,1,1,0,0
40970,9791,0,2,5,3,5,5,4,2,4,1,0,0,1,1,1,0,1,1,0,0,0
40970,9792,1,5,1,5,2,2,2,5,0,0,0,1,1,1,0,1,0,1,1,1,1
40980,9793,0,1,3,3,2,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
40980,9794,1,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
40980,9795,0,1,1,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
40990,9796,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1
40990,9797,0,2,1,5,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1
40990,9798,1,1,3,4,5,4,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41000,9799,0,5,2,1,3,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1
41000,9800,1,4,4,1,1,5,5,2,5,0,0,1,1,1,0,1,0,0,0,0,0
41000,9801,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0
41010,9802,1,5,5,3,3,3,4,2,0,0,0,0,1,1,0,0,1,1,1,0,0
41010,9803,0,5,5,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
41010,9804,1,3,3,4,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1
41020,9805,0,4,3,5,2,4,3,2,4,3,0,1,0,1,0,0,0,0,0,1,0
41020,9806,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41020,9807,1,4,5,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
41030,9808,1,3,3,2,3,3,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1
41030,9809,0,3,2,2,3,5,5,0,0,0,0,1,1,0,1,0,0,0,0,1,1
41030,9810,1,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1
41040,9811,0,3,2,4,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
41040,9812,0,2,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1
41040,9813,0,1,4,2,3,3,4,3,0,0,0,1,1,1,0,1,0,1,1,0,1
41050,9814,1,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
41050,9815,0,4,2,5,3,4,3,5,2,3,0,0,1,0,1,1,1,0,1,1,0
41050,9816,0,5,3,2,1,1,4,5,4,0,0,1,0,1,0,0,1,0,1,1,1
41060,9817,1,1,4,5,4,1,2,0,0,0,0,1,1,0,1,0,1,0,0,0,1
41060,9818,0,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
41060,9819,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
41070,9820,0,1,5,5,2,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0
41070,9821,1,3,3,1,4,5,2,4,1,3,4,0,1,0,0,1,1,0,1,0,0
41070,9822,0,2,1,5,2,3,3,4,0,0,0,0,0,1,1,0,1,0,0,0,0
41080,9823,1,3,2,1,1,1,3,3,0,0,0,0,1,0,0,1,1,1,1,0,0
41080,9824,1,2,4,4,1,2,5,2,5,5,5,0,1,1,0,0,1,0,1,1,0
41080,9825,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1
41090,9826,1,4,4,5,3,1,4,5,2,4,5,0,0,1,1,0,1,1,1,0,1
41090,9827,0,1,1,1,4,4,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1
41090,9828,0,3,4,4,5,1,3,5,2,0,0,1,1,0,1,0,0,0,0,0,0
41100,9829,1,1,5,3,1,3,4,0,0,0,0,1,1,1,1,1,0,1,1,1,0
41100,9830,0,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
41100,9831,0,1,3,4,5,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
41110,9832,0,1,2,4,3,4,1,4,3,0,0,1,1,0,1,0,1,1,0,0,1
41110,9833,0,5,1,1,2,2,5,1,0,0,0,1,1,1,1,1,0,1,0,1,0
41110,9834,1,4,2,1,4,1,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0
41120,9835,1,2,1,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1
41120,9836,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
41120,9837,0,2,4,3,1,5,4,2,3,2,5,1,0,0,1,1,1,1,1,0,0
41130,9838,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
41130,9839,1,1,3,2,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
41130,9840,1,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0
41140,9841,0,2,5,5,5,4,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
41140,9842,1,1,2,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
41140,9843,1,3,5,3,4,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1
41150,9844,1,5,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
41150,9845,1,3,3,3,3,3,1,2,2,4,4,1,1,1,0,0,0,1,1,0,1
41150,9846,1,5,1,5,1,4,1,5,5,5,0,0,1,1,0,1,0,1,1,0,1
41160,9847,1,3,3,1,2,3,1,1,4,2,2,1,1,0,1,1,0,0,0,0,0
41160,9848,1,3,1,5,1,1,3,2,5,4,4,1,0,0,1,1,1,1,1,0,0
41160,9849,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1
41170,9850,0,4,3,4,4,5,4,3,0,0,0,1,0,1,0,1,0,1,0,0,1
41170,9851,0,3,4,2,1,5,5,2,3,2,0,1,1,0,0,0,0,0,1,1,0
41170,9852,1,3,5,4,4,4,2,2,2,2,0,1,1,0,0,1,0,0,1,0,1
41180,9853,0,3,4,3,3,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
41180,9854,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
41180,9855,1,4,5,4,1,4,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0
41190,9856,0,4,1,3,2,5,3,1,5,3,1,1,0,1,0,0,1,1,1,1,1
41190,9857,0,1,1,3,4,2,4,0,0,0,0,1,1,0,1,0,1,0,0,1,1
41190,9858,0,2,4,1,4,1,3,4,1,0,0,0,1,0,1,0,1,1,1,1,1
41200,9859,0,2,2,5,4,5,5,3,1,5,0,0,0,0,0,0,1,1,1,1,0
41200,9860,0,1,5,1,2,4,5,0,0,0,0,1,1,1,1,1,1,0,1,0,1
41200,9861,1,2,4,4,3,2,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0
41210,9862,0,5,5,3,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1
41210,9863,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
41210,9864,1,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
41220,9865,0,1,5,4,1,3,1,5,0,0,0,1,1,1,0,1,1,1,1,0,1
41220,9866,1,2,5,5,1,2,4,3,1,5,4,1,1,1,1,1,0,1,0,1,0
41220,9867,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
41230,9868,0,2,2,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
41230,9869,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0
41230,9870,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0
41240,9871,1,4,5,4,2,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1
41240,9872,1,1,4,5,3,1,5,5,1,5,0,0,1,1,0,1,1,0,1,0,0
41240,9873,0,3,3,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
41250,9874,1,5,1,5,4,4,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
41250,9875,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
41250,9876,0,3,3,3,4,1,3,1,2,3,5,1,1,1,0,0,1,1,0,1,1
41260,9877,1,4,5,5,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0
41260,9878,1,3,4,5,4,1,3,3,5,0,0,0,1,0,1,0,0,0,0,0,0
41260,9879,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
41270,9880,0,5,5,4,1,4,3,4,0,0,0,1,0,0,0,0,1,1,1,0,0
41270,9881,0,5,2,4,2,1,3,3,0,0,0,0,0,0,1,0,1,0,0,0,0
41270,9882,1,1,2,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
41280,9883,0,1,1,5,3,5,5,3,5,0,0,1,0,1,0,1,0,1,1,0,0
41280,9884,0,5,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
41280,9885,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
41290,9886,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
41290,9887,1,2,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
41290,9888,0,4,5,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
41300,9889,1,1,2,5,5,5,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
41300,9890,1,2,1,4,5,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
41300,9891,1,4,1,5,5,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
41310,9892,1,5,3,3,4,1,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1
41310,9893,1,1,3,3,1,3,1,2,5,3,2,0,1,0,1,1,0,1,1,0,1
41310,9894,1,3,2,4,1,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
41320,9895,1,5,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
41320,9896,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41320,9897,0,3,3,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1
41330,9898,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
41330,9899,0,5,4,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
41330,9900,1,2,2,5,3,5,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0
41340,9901,1,1,3,5,5,4,2,1,3,4,2,0,1,0,0,1,1,0,0,0,0
41340,9902,0,4,2,3,2,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
41340,9903,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
41350,9904,0,4,5,2,2,2,1,4,3,2,5,0,0,1,1,0,1,1,0,1,1
41350,9905,1,2,2,4,4,4,1,3,5,0,0,1,1,1,0,1,0,0,0,1,1
41350,9906,1,3,3,5,3,4,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1
41360,9907,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
41360,9908,1,1,5,3,5,1,4,3,2,0,0,1,1,0,1,1,0,1,1,0,0
41360,9909,1,4,4,1,1,3,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
41370,9910,0,3,3,5,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
41370,9911,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
41370,9912,0,2,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41380,9913,1,1,2,2,5,1,2,3,4,4,2,1,0,1,1,0,0,1,0,1,1
41380,9914,0,2,1,5,5,4,3,5,3,3,0,1,0,0,0,0,1,0,1,1,1
41380,9915,1,3,5,5,4,2,1,3,0,0,0,0,1,1,0,0,1,1,0,0,1
41390,9916,0,3,5,3,2,5,2,4,2,0,0,0,1,0,0,0,0,0,1,0,1
41390,9917,0,5,5,3,5,2,5,4,0,0,0,1,0,1,0,0,1,1,1,0,0
41390,9918,0,4,4,3,2,4,5,2,1,0,0,1,1,1,1,1,1,1,0,0,0
41400,9919,0,5,5,5,5,1,2,5,2,5,0,1,0,0,0,1,0,1,1,1,1
41400,9920,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
41400,9921,1,5,2,3,3,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1
41410,9922,1,5,4,4,5,1,3,2,2,1,2,1,0,1,1,1,0,0,0,0,0
41410,9923,0,5,1,4,3,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0
41410,9924,0,1,5,4,1,5,4,0,0,0,0,1,0,1,0,1,1,1,1,1,1
41420,9925,1,1,2,2,1,2,4,4,5,0,0,1,0,1,0,1,1,1,1,0,1
41420,9926,0,3,4,4,4,4,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0
41420,9927,0,5,3,3,1,1,2,2,3,5,5,1,1,1,1,0,1,0,0,1,1
41430,9928,0,3,2,3,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1
41430,9929,0,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
41430,9930,0,3,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
41440,9931,0,1,4,2,2,2,4,2,4,0,0,1,1,0,0,1,0,1,0,0,0
41440,9932,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
41440,9933,1,3,2,1,4,2,5,4,2,0,0,0,1,1,0,0,1,0,0,0,1
41450,9934,1,5,5,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
41450,9935,0,2,1,2,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
41450,9936,0,4,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0
